Time,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position,Roll,Yaw,Pitch,X Angular Velocity,Y Angular Velocity,Z Angular Velocity
0.119219,0.000002,0.0,0.000004,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000002,-0.0
0.146486,0.000001,-0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,0.000001,-0.0
0.163153,0.000001,-0.000001,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,0.000002,-0.0
0.17982,0.000002,-0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,-0.0
0.196488,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.213155,0.000001,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000001,0.0
0.229821,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.246488,0.000002,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000002,0.0
0.263155,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.279822,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.296489,0.000002,-0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,0.0
0.313157,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.329824,0.000002,-0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,0.0
0.346491,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.363158,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000002,0.0
0.379825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
0.396493,0.000001,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000002,0.0
0.41316,0.000001,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000001,-0.0
0.429827,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.446494,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.463162,0.000001,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000001,-0.0
0.47983,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.496496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.513163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52983,-0.001367,0.018575,0.001436,0.0,0.0,0.0,0.0,0.0,0.0,-0.017357,0.001327,-0.001584
0.546498,0.000647,-0.010814,-0.009489,0.0,0.0,0.0,0.0,0.0,0.0,0.011817,0.000563,0.000227
0.563165,0.001125,-0.010234,-0.006376,0.0,0.0,0.0,0.0,0.0,0.0,0.01078,0.000555,0.000407
0.579832,0.000313,-0.003742,-0.001753,0.0,0.0,0.0,0.0,0.0,0.0,0.003822,-0.000014,0.000196
0.596498,-0.000162,0.000022,-0.00046,0.0,0.0,0.0,0.0,0.0,0.0,-0.000145,-0.000213,0.000026
0.613165,-0.000095,0.000687,-0.00041,0.0,0.0,0.0,0.0,0.0,0.0,-0.000796,-0.000031,-0.000015
0.629832,-0.000067,0.000416,-0.000162,0.0,0.0,0.0,0.0,0.0,0.0,-0.000449,-0.000032,-0.000023
0.646499,0.000111,0.000196,-0.000074,0.0,0.0,0.0,0.0,0.0,0.0,-0.000185,0.000117,-0.000006
0.663166,0.000084,0.000036,-0.000057,0.0,0.0,0.0,0.0,0.0,0.0,-0.000002,0.000104,-0.000007
0.679834,-0.000103,-0.000098,-0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.000065,-0.000105,0.000006
0.696501,-0.000013,-0.000012,-0.000034,0.0,0.0,0.0,0.0,0.0,0.0,0.000016,-0.000032,-0.000003
0.713167,-0.000001,-0.000003,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,-0.000001,0.0
0.729835,0.0,-0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,0.0,0.0
0.746501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.763168,0.000001,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.779835,0.000001,-0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,0.000001,-0.0
0.796502,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.813169,0.000001,-0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,-0.0
0.829836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
0.846502,0.000001,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.86317,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,0.000001,-0.0
0.879836,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.896504,0.000001,-0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,0.000001,-0.0
0.913171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
0.929838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.946504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.963171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.979838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.013172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.046506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.063173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.07984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
