Time,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position,Roll,Yaw,Pitch,X Angular Velocity,Y Angular Velocity,Z Angular Velocity
0.118659,0.000002,0.0,0.000004,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000002,-0.0
0.135533,0.000001,-0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,0.000001,-0.0
0.15223,0.000001,-0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,0.000001,-0.0
0.168901,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,0.0
0.187218,0.000002,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000002,0.0
0.204213,0.000001,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000001,-0.0
0.225257,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,0.000001,-0.0
0.243812,0.000001,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.260876,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.277621,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.295823,0.0,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.0,0.0
0.312491,0.000001,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000002,-0.0
0.329163,0.000001,0.000001,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000001,-0.0
0.346255,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.364244,0.000002,-0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,-0.0
0.380914,0.000002,-0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,-0.0
0.397582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
0.414513,0.000002,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000002,0.0
0.431179,0.000001,0.000001,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.000001,0.000002,-0.0
0.447846,0.000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000001,-0.0
0.464513,0.000002,0.0,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000002,0.0
0.481189,0.000001,0.000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.000001,-0.0
0.497856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.514522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53119,-0.003194,19.836662,0.000345,-0.000038,0.330593,0.000011,0.0,0.0,0.0,-0.00039,-0.002568,-0.001042
0.547857,-0.004687,19.673338,-0.001186,-0.000131,0.658487,0.000015,0.00003,-0.000153,0.000075,0.000564,-0.000694,-0.001032
0.564524,-0.00564,19.510002,-0.001663,-0.000249,0.983663,0.000015,0.00003,-0.000153,0.000075,0.000732,-0.000105,-0.001028
0.581191,-0.006342,19.346663,-0.001871,-0.000383,1.306124,0.000015,0.000031,-0.000275,0.000082,0.000909,0.000158,-0.00103
