Time,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position,Roll,Yaw,Pitch,X Angular Velocity,Y Angular Velocity,Z Angular Velocity,X Force Applied,Y Force Applied,Z Force Applied
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016667,-0.000002,0.000024,0.000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.000023,0.000002,-0.000002,0.0,0.083335,0.0
0.260588,-0.000102,0.000339,0.000038,0.0,0.0,0.0,0.0,0.0,0.0,-0.000343,-0.000039,-0.000029,0.0,1.302941,0.0
0.279674,0.000017,-0.001014,0.000075,0.0,0.0,0.0,0.0,0.0,0.0,0.000866,-0.000093,0.00008,0.0,1.398369,0.0
0.29634,0.000014,-0.000975,0.000077,0.0,0.0,0.0,0.0,0.0,0.0,0.000829,-0.00009,0.000077,0.0,1.481702,0.0
0.313007,0.000067,0.001277,0.000015,0.0,0.0,0.0,0.0,0.0,0.0,-0.001113,0.000264,-0.000083,0.0,1.565037,0.0
0.329675,0.000662,-0.000602,-0.000698,0.0,0.0,0.0,0.0,0.0,0.0,0.000773,0.000812,-0.000032,0.0,1.648373,0.0
0.346342,-0.000037,0.000437,0.000035,0.0,0.0,0.0,0.0,0.0,0.0,-0.00041,0.000027,-0.000037,0.0,1.731708,0.0
0.363008,-0.000009,0.000368,0.000026,0.0,0.0,0.0,0.0,0.0,0.0,-0.000337,0.000041,-0.000031,0.0,1.815042,0.0
0.37968,-0.000056,0.000541,0.000044,0.0,0.0,0.0,0.0,0.0,0.0,-0.000511,0.000025,-0.000046,0.0,1.898401,0.0
0.396347,-0.000099,-0.00078,0.000107,0.0,0.0,0.0,0.0,0.0,0.0,0.000613,-0.000157,0.00006,0.0,1.981735,0.0
0.413014,0.000926,-0.000884,-0.000673,0.0,0.0,0.0,0.0,0.0,0.0,0.001083,0.001058,0.000011,0.0,2.065072,0.0
0.429681,-0.000052,0.000267,-0.001208,0.0,0.0,0.0,0.0,0.0,0.0,0.00002,0.000138,-0.000113,0.0,2.148407,0.0
0.446349,-0.000687,0.000665,-0.000443,0.0,0.0,0.0,0.0,0.0,0.0,-0.000596,-0.000612,-0.000045,0.0,2.231745,0.0
